,Unnamed: 0,GEO_ID,NAME,NAICS2017,NAICS2017_LABEL,SEX,SEX_LABEL,ETH_GROUP,ETH_GROUP_LABEL,RACE_GROUP,RACE_GROUP_LABEL,VET_GROUP,VET_GROUP_LABEL,YEAR,FIRMPDEMP,RCPPDEMP,EMP,PAYANN
316,316,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",3,Male,1,Total,92,Nonminority,1,Total,2019,15631,W,280703,5667698
317,317,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",4,Equally male/female,1,Total,92,Nonminority,1,Total,2019,5447,U,28587,919637
318,318,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",1,Total,1,Total,0,Total,2,Veteran,2019,S,S,"50,000 to 99,999 employees",S
319,319,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",2,Female,1,Total,0,Total,2,Veteran,2019,S,S,500 to 999 employees,S
320,320,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",3,Male,1,Total,0,Total,2,Veteran,2019,S,S,"50,000 to 99,999 employees",S
321,321,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",4,Equally male/female,1,Total,0,Total,2,Veteran,2019,D,D,0 to 19 employees,D
322,322,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",1,Total,20,Hispanic,0,Total,2,Veteran,2019,4,K,681,3000
323,323,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",3,Male,20,Hispanic,0,Total,2,Veteran,2019,4,K,681,3000
324,324,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",1,Total,29,Non-Hispanic,0,Total,2,Veteran,2019,S,S,"50,000 to 99,999 employees",S
325,325,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",2,Female,29,Non-Hispanic,0,Total,2,Veteran,2019,S,S,500 to 999 employees,S
326,326,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",3,Male,29,Non-Hispanic,0,Total,2,Veteran,2019,S,S,"50,000 to 99,999 employees",S
327,327,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",4,Equally male/female,29,Non-Hispanic,0,Total,2,Veteran,2019,D,D,0 to 19 employees,D
328,328,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",1,Total,1,Total,30,White,2,Veteran,2019,S,S,"50,000 to 99,999 employees",S
329,329,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",2,Female,1,Total,30,White,2,Veteran,2019,D,D,500 to 999 employees,D
330,330,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",3,Male,1,Total,30,White,2,Veteran,2019,S,S,"50,000 to 99,999 employees",S
331,331,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",4,Equally male/female,1,Total,30,White,2,Veteran,2019,D,D,0 to 19 employees,D
332,332,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",1,Total,20,Hispanic,30,White,2,Veteran,2019,4,K,681,3000
333,333,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",1,Total,29,Non-Hispanic,30,White,2,Veteran,2019,S,S,"50,000 to 99,999 employees",S
334,334,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",1,Total,1,Total,40,Black or African American,2,Veteran,2019,D,D,0 to 19 employees,D
335,335,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",2,Female,1,Total,40,Black or African American,2,Veteran,2019,D,D,0 to 19 employees,D
336,336,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",1,Total,29,Non-Hispanic,40,Black or African American,2,Veteran,2019,D,D,0 to 19 employees,D
337,337,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",1,Total,1,Total,50,American Indian and Alaska Native,2,Veteran,2019,S,S,20 to 99 employees,S
338,338,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",3,Male,1,Total,50,American Indian and Alaska Native,2,Veteran,2019,S,S,20 to 99 employees,S
339,339,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",1,Total,29,Non-Hispanic,50,American Indian and Alaska Native,2,Veteran,2019,S,S,20 to 99 employees,S
340,340,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",1,Total,1,Total,90,Minority,2,Veteran,2019,S,S,500 to 999 employees,S
341,341,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",1,Total,1,Total,91,Equally minority/nonminority,2,Veteran,2019,D,D,0 to 19 employees,D
342,342,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",1,Total,1,Total,92,Nonminority,2,Veteran,2019,S,S,"50,000 to 99,999 employees",S
343,343,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",1,Total,1,Total,0,Total,3,Equally veteran/nonveteran,2019,S,S,"5,000 to 9,999 employees",S
344,344,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",3,Male,1,Total,0,Total,3,Equally veteran/nonveteran,2019,S,S,"1,000 to 2,499 employees",S
345,345,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",4,Equally male/female,1,Total,0,Total,3,Equally veteran/nonveteran,2019,S,S,"2,500 to 4,999 employees",S
346,346,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",1,Total,29,Non-Hispanic,0,Total,3,Equally veteran/nonveteran,2019,S,S,"5,000 to 9,999 employees",S
347,347,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",3,Male,29,Non-Hispanic,0,Total,3,Equally veteran/nonveteran,2019,S,S,"1,000 to 2,499 employees",S
348,348,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",4,Equally male/female,29,Non-Hispanic,0,Total,3,Equally veteran/nonveteran,2019,S,S,"2,500 to 4,999 employees",S
349,349,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",1,Total,1,Total,30,White,3,Equally veteran/nonveteran,2019,S,S,"5,000 to 9,999 employees",S
350,350,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",3,Male,1,Total,30,White,3,Equally veteran/nonveteran,2019,S,S,"1,000 to 2,499 employees",S
351,351,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",4,Equally male/female,1,Total,30,White,3,Equally veteran/nonveteran,2019,S,S,"2,500 to 4,999 employees",S
352,352,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",1,Total,29,Non-Hispanic,30,White,3,Equally veteran/nonveteran,2019,S,S,"5,000 to 9,999 employees",S
353,353,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",1,Total,1,Total,91,Equally minority/nonminority,3,Equally veteran/nonveteran,2019,69,O,505,20652
354,354,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",1,Total,1,Total,92,Nonminority,3,Equally veteran/nonveteran,2019,S,S,"2,500 to 4,999 employees",S
355,355,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",1,Total,1,Total,0,Total,4,Nonveteran,2019,24165,W,339500,9285432
356,356,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",2,Female,1,Total,0,Total,4,Nonveteran,2019,S,S,"50,000 to 99,999 employees",S
357,357,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",3,Male,1,Total,0,Total,4,Nonveteran,2019,15244,W,256717,6434532
358,358,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",4,Equally male/female,1,Total,0,Total,4,Nonveteran,2019,5087,W,30564,1059384
359,359,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",1,Total,20,Hispanic,0,Total,4,Nonveteran,2019,S,S,"50,000 to 99,999 employees",S
360,360,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",2,Female,20,Hispanic,0,Total,4,Nonveteran,2019,S,S,"25,000 to 49,999 employees",S
361,361,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",3,Male,20,Hispanic,0,Total,4,Nonveteran,2019,674,U,33000,976262
362,362,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",4,Equally male/female,20,Hispanic,0,Total,4,Nonveteran,2019,S,S,"1,000 to 2,499 employees",S
363,363,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",1,Total,28,Equally Hispanic/non-Hispanic,0,Total,4,Nonveteran,2019,S,S,"2,500 to 4,999 employees",S
364,364,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",3,Male,28,Equally Hispanic/non-Hispanic,0,Total,4,Nonveteran,2019,2,L,1265,14065
365,365,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",4,Equally male/female,28,Equally Hispanic/non-Hispanic,0,Total,4,Nonveteran,2019,S,S,"1,000 to 2,499 employees",S
366,366,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",1,Total,29,Non-Hispanic,0,Total,4,Nonveteran,2019,23065,W,269109,6973728
367,367,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",2,Female,29,Non-Hispanic,0,Total,4,Nonveteran,2019,3569,U,20564,693990
368,368,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",3,Male,29,Non-Hispanic,0,Total,4,Nonveteran,2019,14568,W,222453,5444205
369,369,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",4,Equally male/female,29,Non-Hispanic,0,Total,4,Nonveteran,2019,4928,U,26092,835534
370,370,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",1,Total,1,Total,30,White,4,Nonveteran,2019,23512,W,326183,8908507
371,371,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",2,Female,1,Total,30,White,4,Nonveteran,2019,S,S,"25,000 to 49,999 employees",S
372,372,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",3,Male,1,Total,30,White,4,Nonveteran,2019,14947,W,247518,6170103
373,373,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",4,Equally male/female,1,Total,30,White,4,Nonveteran,2019,4936,W,29870,1044813
374,374,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",1,Total,20,Hispanic,30,White,4,Nonveteran,2019,S,S,"50,000 to 99,999 employees",S
375,375,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",1,Total,28,Equally Hispanic/non-Hispanic,30,White,4,Nonveteran,2019,S,S,"2,500 to 4,999 employees",S
376,376,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",1,Total,29,Non-Hispanic,30,White,4,Nonveteran,2019,22425,W,257414,6618541
377,377,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",1,Total,1,Total,40,Black or African American,4,Nonveteran,2019,S,S,"1,000 to 2,499 employees",S
378,378,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",2,Female,1,Total,40,Black or African American,4,Nonveteran,2019,S,S,"1,000 to 2,499 employees",S
379,379,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",3,Male,1,Total,40,Black or African American,4,Nonveteran,2019,D,D,20 to 99 employees,D
380,380,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",4,Equally male/female,1,Total,40,Black or African American,4,Nonveteran,2019,D,D,100 to 249 employees,D
381,381,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",1,Total,29,Non-Hispanic,40,Black or African American,4,Nonveteran,2019,S,S,"1,000 to 2,499 employees",S
382,382,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",1,Total,1,Total,50,American Indian and Alaska Native,4,Nonveteran,2019,S,S,"1,000 to 2,499 employees",S
383,383,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",2,Female,1,Total,50,American Indian and Alaska Native,4,Nonveteran,2019,S,S,500 to 999 employees,S
384,384,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",3,Male,1,Total,50,American Indian and Alaska Native,4,Nonveteran,2019,S,S,500 to 999 employees,S
385,385,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",1,Total,20,Hispanic,50,American Indian and Alaska Native,4,Nonveteran,2019,D,D,100 to 249 employees,D
386,386,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",1,Total,29,Non-Hispanic,50,American Indian and Alaska Native,4,Nonveteran,2019,S,S,"1,000 to 2,499 employees",S
387,387,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",1,Total,1,Total,60,Asian,4,Nonveteran,2019,S,S,"5,000 to 9,999 employees",S
388,388,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",2,Female,1,Total,60,Asian,4,Nonveteran,2019,S,S,500 to 999 employees,S
389,389,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",3,Male,1,Total,60,Asian,4,Nonveteran,2019,S,S,"5,000 to 9,999 employees",S
390,390,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",4,Equally male/female,1,Total,60,Asian,4,Nonveteran,2019,D,D,20 to 99 employees,D
391,391,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",1,Total,29,Non-Hispanic,60,Asian,4,Nonveteran,2019,S,S,"5,000 to 9,999 employees",S
392,392,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",1,Total,1,Total,70,Native Hawaiian and Other Pacific Islander,4,Nonveteran,2019,19,M,1519,21571
393,393,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",2,Female,1,Total,70,Native Hawaiian and Other Pacific Islander,4,Nonveteran,2019,12,L,1513,20352
394,394,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",3,Male,1,Total,70,Native Hawaiian and Other Pacific Islander,4,Nonveteran,2019,S,S,0 to 19 employees,S
395,395,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",1,Total,20,Hispanic,70,Native Hawaiian and Other Pacific Islander,4,Nonveteran,2019,12,L,1513,20352
396,396,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",1,Total,29,Non-Hispanic,70,Native Hawaiian and Other Pacific Islander,4,Nonveteran,2019,S,S,0 to 19 employees,S
397,397,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",1,Total,1,Total,90,Minority,4,Nonveteran,2019,S,S,"50,000 to 99,999 employees",S
398,398,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",1,Total,1,Total,91,Equally minority/nonminority,4,Nonveteran,2019,S,S,"2,500 to 4,999 employees",S
399,399,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",1,Total,1,Total,92,Nonminority,4,Nonveteran,2019,22254,W,256719,6603569
400,400,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",96,Classifiable,96,Classifiable,96,Classifiable,96,Classifiable,2019,26397,W,412122,9910296
401,401,0100000US,United States,11(660),"Agriculture, forestry, fishing and hunting(660)",98,Unclassifiable,98,Unclassifiable,98,Unclassifiable,98,Unclassifiable,2019,810,W,60350,2141824
402,402,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",1,Total,1,Total,0,Total,1,Total,2019,18874,W,614422,60364863
403,403,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",2,Female,1,Total,0,Total,1,Total,2019,1879,W,21631,1607648
404,404,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",3,Male,1,Total,0,Total,1,Total,2019,13069,W,228807,17787251
405,405,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",4,Equally male/female,1,Total,0,Total,1,Total,2019,2709,W,20057,1404818
406,406,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",1,Total,20,Hispanic,0,Total,1,Total,2019,671,U,9355,539402
407,407,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",2,Female,20,Hispanic,0,Total,1,Total,2019,S,S,20 to 99 employees,S
408,408,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",3,Male,20,Hispanic,0,Total,1,Total,2019,613,U,8194,472612
409,409,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",4,Equally male/female,20,Hispanic,0,Total,1,Total,2019,S,S,"1,000 to 2,499 employees",S
410,410,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",1,Total,28,Equally Hispanic/non-Hispanic,0,Total,1,Total,2019,S,S,"1,000 to 2,499 employees",S
411,411,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",3,Male,28,Equally Hispanic/non-Hispanic,0,Total,1,Total,2019,8,K,29,2940
412,412,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",4,Equally male/female,28,Equally Hispanic/non-Hispanic,0,Total,1,Total,2019,S,S,"1,000 to 2,499 employees",S
413,413,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",1,Total,29,Non-Hispanic,0,Total,1,Total,2019,16890,W,259730,20167872
414,414,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",2,Female,29,Non-Hispanic,0,Total,1,Total,2019,1859,W,21566,1603117
415,415,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",3,Male,29,Non-Hispanic,0,Total,1,Total,2019,12450,W,220584,17311700
416,416,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",4,Equally male/female,29,Non-Hispanic,0,Total,1,Total,2019,2582,U,17580,1253056
417,417,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",1,Total,1,Total,30,White,1,Total,2019,17291,W,265895,20463710
418,418,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",2,Female,1,Total,30,White,1,Total,2019,1856,W,21247,1583325
419,419,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",3,Male,1,Total,30,White,1,Total,2019,12785,W,225058,17498632
420,420,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",4,Equally male/female,1,Total,30,White,1,Total,2019,2650,W,19589,1381753
421,421,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",1,Total,20,Hispanic,30,White,1,Total,2019,660,U,9324,537651
422,422,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",2,Female,20,Hispanic,30,White,1,Total,2019,S,S,20 to 99 employees,S
423,423,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",3,Male,20,Hispanic,30,White,1,Total,2019,609,U,8178,471730
424,424,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",4,Equally male/female,20,Hispanic,30,White,1,Total,2019,S,S,"1,000 to 2,499 employees",S
425,425,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",1,Total,28,Equally Hispanic/non-Hispanic,30,White,1,Total,2019,S,S,"1,000 to 2,499 employees",S
426,426,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",3,Male,28,Equally Hispanic/non-Hispanic,30,White,1,Total,2019,8,K,29,2940
427,427,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",4,Equally male/female,28,Equally Hispanic/non-Hispanic,30,White,1,Total,2019,S,S,"1,000 to 2,499 employees",S
428,428,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",1,Total,29,Non-Hispanic,30,White,1,Total,2019,16539,W,255181,19834811
429,429,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",2,Female,29,Non-Hispanic,30,White,1,Total,2019,1843,W,21197,1579664
430,430,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",3,Male,29,Non-Hispanic,30,White,1,Total,2019,12170,W,216851,17023962
431,431,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",4,Equally male/female,29,Non-Hispanic,30,White,1,Total,2019,2526,U,17132,1231185
432,432,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",1,Total,1,Total,40,Black or African American,1,Total,2019,26,L,84,6083
433,433,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",2,Female,1,Total,40,Black or African American,1,Total,2019,8,K,50,2947
434,434,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",3,Male,1,Total,40,Black or African American,1,Total,2019,S,S,20 to 99 employees,S
435,435,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",4,Equally male/female,1,Total,40,Black or African American,1,Total,2019,D,D,0 to 19 employees,D
436,436,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",1,Total,20,Hispanic,40,Black or African American,1,Total,2019,S,S,0 to 19 employees,S
437,437,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",2,Female,20,Hispanic,40,Black or African American,1,Total,2019,D,D,0 to 19 employees,D
438,438,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",3,Male,20,Hispanic,40,Black or African American,1,Total,2019,D,D,0 to 19 employees,D
439,439,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",1,Total,29,Non-Hispanic,40,Black or African American,1,Total,2019,18,L,67,5207
440,440,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",2,Female,29,Non-Hispanic,40,Black or African American,1,Total,2019,D,D,20 to 99 employees,D
441,441,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",3,Male,29,Non-Hispanic,40,Black or African American,1,Total,2019,S,S,20 to 99 employees,S
442,442,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",4,Equally male/female,29,Non-Hispanic,40,Black or African American,1,Total,2019,D,D,0 to 19 employees,D
443,443,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",1,Total,1,Total,50,American Indian and Alaska Native,1,Total,2019,162,R,1513,116987
444,444,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",2,Female,1,Total,50,American Indian and Alaska Native,1,Total,2019,16,L,100,6559
445,445,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",3,Male,1,Total,50,American Indian and Alaska Native,1,Total,2019,144,R,1373,107343
446,446,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",4,Equally male/female,1,Total,50,American Indian and Alaska Native,1,Total,2019,D,D,20 to 99 employees,D
447,447,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",1,Total,29,Non-Hispanic,50,American Indian and Alaska Native,1,Total,2019,162,R,1513,116987
448,448,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",2,Female,29,Non-Hispanic,50,American Indian and Alaska Native,1,Total,2019,16,L,100,6559
449,449,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",3,Male,29,Non-Hispanic,50,American Indian and Alaska Native,1,Total,2019,144,R,1373,107343
450,450,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",4,Equally male/female,29,Non-Hispanic,50,American Indian and Alaska Native,1,Total,2019,D,D,20 to 99 employees,D
451,451,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",1,Total,1,Total,60,Asian,1,Total,2019,108,T,1250,101532
452,452,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",2,Female,1,Total,60,Asian,1,Total,2019,S,S,250 to 499 employees,S
453,453,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",3,Male,1,Total,60,Asian,1,Total,2019,93,R,915,80324
454,454,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",4,Equally male/female,1,Total,60,Asian,1,Total,2019,3,K,37,3035
455,455,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",1,Total,20,Hispanic,60,Asian,1,Total,2019,D,D,0 to 19 employees,D
456,456,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",2,Female,20,Hispanic,60,Asian,1,Total,2019,D,D,0 to 19 employees,D
457,457,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",1,Total,29,Non-Hispanic,60,Asian,1,Total,2019,106,T,1248,101493
458,458,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",2,Female,29,Non-Hispanic,60,Asian,1,Total,2019,S,S,250 to 499 employees,S
459,459,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",3,Male,29,Non-Hispanic,60,Asian,1,Total,2019,93,R,915,80324
460,460,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",4,Equally male/female,29,Non-Hispanic,60,Asian,1,Total,2019,3,K,37,3035
461,461,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",1,Total,1,Total,70,Native Hawaiian and Other Pacific Islander,1,Total,2019,D,D,0 to 19 employees,D
462,462,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",2,Female,1,Total,70,Native Hawaiian and Other Pacific Islander,1,Total,2019,D,D,0 to 19 employees,D
463,463,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",3,Male,1,Total,70,Native Hawaiian and Other Pacific Islander,1,Total,2019,D,D,0 to 19 employees,D
464,464,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",1,Total,29,Non-Hispanic,70,Native Hawaiian and Other Pacific Islander,1,Total,2019,D,D,0 to 19 employees,D
465,465,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",2,Female,29,Non-Hispanic,70,Native Hawaiian and Other Pacific Islander,1,Total,2019,D,D,0 to 19 employees,D
466,466,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",3,Male,29,Non-Hispanic,70,Native Hawaiian and Other Pacific Islander,1,Total,2019,D,D,0 to 19 employees,D
467,467,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",1,Total,1,Total,90,Minority,1,Total,2019,968,U,12272,768246
468,468,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",2,Female,1,Total,90,Minority,1,Total,2019,50,O,501,31363
469,469,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",3,Male,1,Total,90,Minority,1,Total,2019,864,U,10514,663434
470,470,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",4,Equally male/female,1,Total,90,Minority,1,Total,2019,S,S,"1,000 to 2,499 employees",S
471,471,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",1,Total,1,Total,91,Equally minority/nonminority,1,Total,2019,323,T,4188,268760
472,472,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",2,Female,1,Total,91,Equally minority/nonminority,1,Total,2019,D,D,0 to 19 employees,D
473,473,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",3,Male,1,Total,91,Equally minority/nonminority,1,Total,2019,S,S,"1,000 to 2,499 employees",S
474,474,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",4,Equally male/female,1,Total,91,Equally minority/nonminority,1,Total,2019,S,S,"1,000 to 2,499 employees",S
475,475,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",1,Total,1,Total,92,Nonminority,1,Total,2019,16367,W,254034,19762711
476,476,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",2,Female,1,Total,92,Nonminority,1,Total,2019,1826,W,21125,1576194
477,477,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",3,Male,1,Total,92,Nonminority,1,Total,2019,12100,W,216358,16990112
478,478,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",4,Equally male/female,1,Total,92,Nonminority,1,Total,2019,2440,U,16550,1196405
479,479,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",1,Total,1,Total,0,Total,2,Veteran,2019,1498,W,21011,1444812
480,480,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",2,Female,1,Total,0,Total,2,Veteran,2019,D,D,0 to 19 employees,D
481,481,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",3,Male,1,Total,0,Total,2,Veteran,2019,1493,W,20964,1443177
482,482,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",4,Equally male/female,1,Total,0,Total,2,Veteran,2019,D,D,20 to 99 employees,D
483,483,0100000US,United States,21,"Mining, quarrying, and oil and gas extraction",1,Total,20,Hispanic,0,Total,2,Veteran,2019,24,K,67,2178
