,Unnamed: 0,GEO_ID,NAME,NAICS2017,NAICS2017_LABEL,SEX,SEX_LABEL,ETH_GROUP,ETH_GROUP_LABEL,RACE_GROUP,RACE_GROUP_LABEL,VET_GROUP,VET_GROUP_LABEL,EMPSZFI,EMPSZFI_LABEL,YEAR,FIRMPDEMP,RCPPDEMP,EMP,PAYANN,Unnamed: 33
4973,4973,0100000US,United States,42,Wholesale trade,001,Total,001,Total,91,Equally minority/nonminority,004,Nonveteran,657,Firms with 500 employees or more,2019,5,W,4915,445952,
4974,4974,0100000US,United States,42,Wholesale trade,001,Total,001,Total,92,Nonminority,004,Nonveteran,611,Firms with no employees,2019,20398,W,0,1492327,
4975,4975,0100000US,United States,42,Wholesale trade,001,Total,001,Total,92,Nonminority,004,Nonveteran,612,Firms with 1 to 4 employees,2019,94337,W,186297,10168155,
4976,4976,0100000US,United States,42,Wholesale trade,001,Total,001,Total,92,Nonminority,004,Nonveteran,620,Firms with 5 to 9 employees,2019,34126,W,223741,13796161,
4977,4977,0100000US,United States,42,Wholesale trade,001,Total,001,Total,92,Nonminority,004,Nonveteran,630,Firms with 10 to 19 employees,2019,23845,W,320606,19246733,
4978,4978,0100000US,United States,42,Wholesale trade,001,Total,001,Total,92,Nonminority,004,Nonveteran,641,Firms with 20 to 49 employees,2019,17365,W,508293,31202111,
4979,4979,0100000US,United States,42,Wholesale trade,001,Total,001,Total,92,Nonminority,004,Nonveteran,642,Firms with 50 to 99 employees,2019,6594,W,396003,28013777,
4980,4980,0100000US,United States,42,Wholesale trade,001,Total,001,Total,92,Nonminority,004,Nonveteran,651,Firms with 100 to 249 employees,2019,3478,W,399069,25441859,
4981,4981,0100000US,United States,42,Wholesale trade,001,Total,001,Total,92,Nonminority,004,Nonveteran,652,Firms with 250 to 499 employees,2019,1474,W,355822,21577838,
4982,4982,0100000US,United States,42,Wholesale trade,001,Total,001,Total,92,Nonminority,004,Nonveteran,657,Firms with 500 employees or more,2019,881,W,493730,33259138,
4983,4983,0100000US,United States,42,Wholesale trade,096,Classifiable,096,Classifiable,96,Classifiable,096,Classifiable,611,Firms with no employees,2019,28685,W,0,1935545,
4984,4984,0100000US,United States,42,Wholesale trade,096,Classifiable,096,Classifiable,96,Classifiable,096,Classifiable,612,Firms with 1 to 4 employees,2019,135980,W,269530,13989376,
4985,4985,0100000US,United States,42,Wholesale trade,096,Classifiable,096,Classifiable,96,Classifiable,096,Classifiable,620,Firms with 5 to 9 employees,2019,48139,W,315888,18506727,
4986,4986,0100000US,United States,42,Wholesale trade,096,Classifiable,096,Classifiable,96,Classifiable,096,Classifiable,630,Firms with 10 to 19 employees,2019,32165,W,430265,24943284,
4987,4987,0100000US,United States,42,Wholesale trade,096,Classifiable,096,Classifiable,96,Classifiable,096,Classifiable,641,Firms with 20 to 49 employees,2019,22471,W,653493,39368561,
4988,4988,0100000US,United States,42,Wholesale trade,096,Classifiable,096,Classifiable,96,Classifiable,096,Classifiable,642,Firms with 50 to 99 employees,2019,7795,W,475988,32376698,
4989,4989,0100000US,United States,42,Wholesale trade,096,Classifiable,096,Classifiable,96,Classifiable,096,Classifiable,651,Firms with 100 to 249 employees,2019,4067,W,477707,31296565,
4990,4990,0100000US,United States,42,Wholesale trade,096,Classifiable,096,Classifiable,96,Classifiable,096,Classifiable,652,Firms with 250 to 499 employees,2019,1594,W,391430,23676455,
4991,4991,0100000US,United States,42,Wholesale trade,096,Classifiable,096,Classifiable,96,Classifiable,096,Classifiable,657,Firms with 500 employees or more,2019,980,W,536532,36211697,
4992,4992,0100000US,United States,42,Wholesale trade,098,Unclassifiable,098,Unclassifiable,98,Unclassifiable,098,Unclassifiable,611,Firms with no employees,2019,111,R,0,27014,
4993,4993,0100000US,United States,42,Wholesale trade,098,Unclassifiable,098,Unclassifiable,98,Unclassifiable,098,Unclassifiable,612,Firms with 1 to 4 employees,2019,910,U,2461,201405,
4994,4994,0100000US,United States,42,Wholesale trade,098,Unclassifiable,098,Unclassifiable,98,Unclassifiable,098,Unclassifiable,620,Firms with 5 to 9 employees,2019,919,U,5818,464305,
4995,4995,0100000US,United States,42,Wholesale trade,098,Unclassifiable,098,Unclassifiable,98,Unclassifiable,098,Unclassifiable,630,Firms with 10 to 19 employees,2019,973,W,14088,869944,
4996,4996,0100000US,United States,42,Wholesale trade,098,Unclassifiable,098,Unclassifiable,98,Unclassifiable,098,Unclassifiable,641,Firms with 20 to 49 employees,2019,S,S,"25,000 to 49,999 employees",S,
4997,4997,0100000US,United States,42,Wholesale trade,098,Unclassifiable,098,Unclassifiable,98,Unclassifiable,098,Unclassifiable,642,Firms with 50 to 99 employees,2019,1155,W,67159,5222043,
4998,4998,0100000US,United States,42,Wholesale trade,098,Unclassifiable,098,Unclassifiable,98,Unclassifiable,098,Unclassifiable,651,Firms with 100 to 249 employees,2019,1252,W,130289,11259702,
4999,4999,0100000US,United States,42,Wholesale trade,098,Unclassifiable,098,Unclassifiable,98,Unclassifiable,098,Unclassifiable,652,Firms with 250 to 499 employees,2019,843,W,228094,16703275,
5000,5000,0100000US,United States,42,Wholesale trade,098,Unclassifiable,098,Unclassifiable,98,Unclassifiable,098,Unclassifiable,657,Firms with 500 employees or more,2019,2205,W,2316698,212549598,
5001,5001,0100000US,United States,44-45,Retail trade,001,Total,001,Total,00,Total,001,Total,611,Firms with no employees,2019,57911,W,0,2844721,
5002,5002,0100000US,United States,44-45,Retail trade,001,Total,001,Total,00,Total,001,Total,612,Firms with 1 to 4 employees,2019,317168,W,701267,18594008,
5003,5003,0100000US,United States,44-45,Retail trade,001,Total,001,Total,00,Total,001,Total,620,Firms with 5 to 9 employees,2019,132824,W,869439,24107973,
5004,5004,0100000US,United States,44-45,Retail trade,001,Total,001,Total,00,Total,001,Total,630,Firms with 10 to 19 employees,2019,67892,W,891810,27681098,
5005,5005,0100000US,United States,44-45,Retail trade,001,Total,001,Total,00,Total,001,Total,641,Firms with 20 to 49 employees,2019,35380,W,1019815,36335604,
5006,5006,0100000US,United States,44-45,Retail trade,001,Total,001,Total,00,Total,001,Total,642,Firms with 50 to 99 employees,2019,11521,W,734130,30109385,
5007,5007,0100000US,United States,44-45,Retail trade,001,Total,001,Total,00,Total,001,Total,651,Firms with 100 to 249 employees,2019,6254,W,797611,35812330,
5008,5008,0100000US,United States,44-45,Retail trade,001,Total,001,Total,00,Total,001,Total,652,Firms with 250 to 499 employees,2019,1983,W,471163,19221892,
5009,5009,0100000US,United States,44-45,Retail trade,001,Total,001,Total,00,Total,001,Total,657,Firms with 500 employees or more,2019,2226,W,10258759,275935257,
5010,5010,0100000US,United States,44-45,Retail trade,002,Female,001,Total,00,Total,001,Total,611,Firms with no employees,2019,13535,W,0,496385,
5011,5011,0100000US,United States,44-45,Retail trade,002,Female,001,Total,00,Total,001,Total,612,Firms with 1 to 4 employees,2019,74599,W,163589,3752285,
5012,5012,0100000US,United States,44-45,Retail trade,002,Female,001,Total,00,Total,001,Total,620,Firms with 5 to 9 employees,2019,26848,W,174239,4167484,
5013,5013,0100000US,United States,44-45,Retail trade,002,Female,001,Total,00,Total,001,Total,630,Firms with 10 to 19 employees,2019,12670,W,165751,4630984,
5014,5014,0100000US,United States,44-45,Retail trade,002,Female,001,Total,00,Total,001,Total,641,Firms with 20 to 49 employees,2019,5141,W,141412,4386673,
5015,5015,0100000US,United States,44-45,Retail trade,002,Female,001,Total,00,Total,001,Total,642,Firms with 50 to 99 employees,2019,1300,W,81712,2767675,
5016,5016,0100000US,United States,44-45,Retail trade,002,Female,001,Total,00,Total,001,Total,651,Firms with 100 to 249 employees,2019,396,W,52782,1783417,
5017,5017,0100000US,United States,44-45,Retail trade,002,Female,001,Total,00,Total,001,Total,652,Firms with 250 to 499 employees,2019,66,W,8268,405089,
5018,5018,0100000US,United States,44-45,Retail trade,002,Female,001,Total,00,Total,001,Total,657,Firms with 500 employees or more,2019,101,W,97659,3370873,
5019,5019,0100000US,United States,44-45,Retail trade,003,Male,001,Total,00,Total,001,Total,611,Firms with no employees,2019,32688,W,0,1623324,
5020,5020,0100000US,United States,44-45,Retail trade,003,Male,001,Total,00,Total,001,Total,612,Firms with 1 to 4 employees,2019,180647,W,398547,11164131,
5021,5021,0100000US,United States,44-45,Retail trade,003,Male,001,Total,00,Total,001,Total,620,Firms with 5 to 9 employees,2019,77817,W,510192,15112796,
5022,5022,0100000US,United States,44-45,Retail trade,003,Male,001,Total,00,Total,001,Total,630,Firms with 10 to 19 employees,2019,40846,W,537715,17872062,
5023,5023,0100000US,United States,44-45,Retail trade,003,Male,001,Total,00,Total,001,Total,641,Firms with 20 to 49 employees,2019,22291,W,658023,24920848,
5024,5024,0100000US,United States,44-45,Retail trade,003,Male,001,Total,00,Total,001,Total,642,Firms with 50 to 99 employees,2019,7898,W,503944,22112056,
5025,5025,0100000US,United States,44-45,Retail trade,003,Male,001,Total,00,Total,001,Total,651,Firms with 100 to 249 employees,2019,4451,W,598507,27103026,
5026,5026,0100000US,United States,44-45,Retail trade,003,Male,001,Total,00,Total,001,Total,652,Firms with 250 to 499 employees,2019,1318,W,333150,14933991,
5027,5027,0100000US,United States,44-45,Retail trade,003,Male,001,Total,00,Total,001,Total,657,Firms with 500 employees or more,2019,783,W,972869,30075192,
5028,5028,0100000US,United States,44-45,Retail trade,004,Equally male/female,001,Total,00,Total,001,Total,611,Firms with no employees,2019,11551,W,0,698762,
5029,5029,0100000US,United States,44-45,Retail trade,004,Equally male/female,001,Total,00,Total,001,Total,612,Firms with 1 to 4 employees,2019,60087,W,134676,3527295,
5030,5030,0100000US,United States,44-45,Retail trade,004,Equally male/female,001,Total,00,Total,001,Total,620,Firms with 5 to 9 employees,2019,26809,W,176417,4594729,
5031,5031,0100000US,United States,44-45,Retail trade,004,Equally male/female,001,Total,00,Total,001,Total,630,Firms with 10 to 19 employees,2019,13489,W,176917,4838313,
5032,5032,0100000US,United States,44-45,Retail trade,004,Equally male/female,001,Total,00,Total,001,Total,641,Firms with 20 to 49 employees,2019,6748,W,183288,5494953,
5033,5033,0100000US,United States,44-45,Retail trade,004,Equally male/female,001,Total,00,Total,001,Total,642,Firms with 50 to 99 employees,2019,1537,W,101938,2973172,
5034,5034,0100000US,United States,44-45,Retail trade,004,Equally male/female,001,Total,00,Total,001,Total,651,Firms with 100 to 249 employees,2019,S,S,"50,000 to 99,999 employees",S,
5035,5035,0100000US,United States,44-45,Retail trade,004,Equally male/female,001,Total,00,Total,001,Total,652,Firms with 250 to 499 employees,2019,S,S,"25,000 to 49,999 employees",S,
5036,5036,0100000US,United States,44-45,Retail trade,004,Equally male/female,001,Total,00,Total,001,Total,657,Firms with 500 employees or more,2019,54,W,62082,1271168,
5037,5037,0100000US,United States,44-45,Retail trade,001,Total,020,Hispanic,00,Total,001,Total,611,Firms with no employees,2019,2786,U,0,109421,
5038,5038,0100000US,United States,44-45,Retail trade,001,Total,020,Hispanic,00,Total,001,Total,612,Firms with 1 to 4 employees,2019,17797,W,37602,898198,
5039,5039,0100000US,United States,44-45,Retail trade,001,Total,020,Hispanic,00,Total,001,Total,620,Firms with 5 to 9 employees,2019,5205,W,34343,893092,
5040,5040,0100000US,United States,44-45,Retail trade,001,Total,020,Hispanic,00,Total,001,Total,630,Firms with 10 to 19 employees,2019,2797,W,37333,1116012,
5041,5041,0100000US,United States,44-45,Retail trade,001,Total,020,Hispanic,00,Total,001,Total,641,Firms with 20 to 49 employees,2019,1449,W,42258,1180772,
5042,5042,0100000US,United States,44-45,Retail trade,001,Total,020,Hispanic,00,Total,001,Total,642,Firms with 50 to 99 employees,2019,S,S,"10,000 to 24,999 employees",S,
5043,5043,0100000US,United States,44-45,Retail trade,001,Total,020,Hispanic,00,Total,001,Total,651,Firms with 100 to 249 employees,2019,S,S,"10,000 to 24,999 employees",S,
5044,5044,0100000US,United States,44-45,Retail trade,001,Total,020,Hispanic,00,Total,001,Total,652,Firms with 250 to 499 employees,2019,4,T,753,35933,
5045,5045,0100000US,United States,44-45,Retail trade,001,Total,020,Hispanic,00,Total,001,Total,657,Firms with 500 employees or more,2019,15,U,7401,360791,
5046,5046,0100000US,United States,44-45,Retail trade,002,Female,020,Hispanic,00,Total,001,Total,611,Firms with no employees,2019,672,R,0,23730,
5047,5047,0100000US,United States,44-45,Retail trade,002,Female,020,Hispanic,00,Total,001,Total,612,Firms with 1 to 4 employees,2019,4794,U,10416,244858,
5048,5048,0100000US,United States,44-45,Retail trade,002,Female,020,Hispanic,00,Total,001,Total,620,Firms with 5 to 9 employees,2019,1702,U,11447,268221,
5049,5049,0100000US,United States,44-45,Retail trade,002,Female,020,Hispanic,00,Total,001,Total,630,Firms with 10 to 19 employees,2019,553,U,7257,169366,
5050,5050,0100000US,United States,44-45,Retail trade,002,Female,020,Hispanic,00,Total,001,Total,641,Firms with 20 to 49 employees,2019,S,S,"5,000 to 9,999 employees",S,
5051,5051,0100000US,United States,44-45,Retail trade,002,Female,020,Hispanic,00,Total,001,Total,642,Firms with 50 to 99 employees,2019,D,D,"2,500 to 4,999 employees",D,
5052,5052,0100000US,United States,44-45,Retail trade,002,Female,020,Hispanic,00,Total,001,Total,657,Firms with 500 employees or more,2019,D,D,20 to 99 employees,D,
5053,5053,0100000US,United States,44-45,Retail trade,003,Male,020,Hispanic,00,Total,001,Total,611,Firms with no employees,2019,1661,T,0,58145,
5054,5054,0100000US,United States,44-45,Retail trade,003,Male,020,Hispanic,00,Total,001,Total,612,Firms with 1 to 4 employees,2019,10519,W,21766,522966,
5055,5055,0100000US,United States,44-45,Retail trade,003,Male,020,Hispanic,00,Total,001,Total,620,Firms with 5 to 9 employees,2019,2734,U,17760,497404,
5056,5056,0100000US,United States,44-45,Retail trade,003,Male,020,Hispanic,00,Total,001,Total,630,Firms with 10 to 19 employees,2019,1636,W,21859,724507,
5057,5057,0100000US,United States,44-45,Retail trade,003,Male,020,Hispanic,00,Total,001,Total,641,Firms with 20 to 49 employees,2019,907,W,27288,756000,
5058,5058,0100000US,United States,44-45,Retail trade,003,Male,020,Hispanic,00,Total,001,Total,642,Firms with 50 to 99 employees,2019,S,S,"10,000 to 24,999 employees",S,
5059,5059,0100000US,United States,44-45,Retail trade,003,Male,020,Hispanic,00,Total,001,Total,651,Firms with 100 to 249 employees,2019,S,S,"10,000 to 24,999 employees",S,
5060,5060,0100000US,United States,44-45,Retail trade,003,Male,020,Hispanic,00,Total,001,Total,652,Firms with 250 to 499 employees,2019,4,T,753,35933,
5061,5061,0100000US,United States,44-45,Retail trade,003,Male,020,Hispanic,00,Total,001,Total,657,Firms with 500 employees or more,2019,13,U,6470,338101,
5062,5062,0100000US,United States,44-45,Retail trade,004,Equally male/female,020,Hispanic,00,Total,001,Total,611,Firms with no employees,2019,454,R,0,27546,
5063,5063,0100000US,United States,44-45,Retail trade,004,Equally male/female,020,Hispanic,00,Total,001,Total,612,Firms with 1 to 4 employees,2019,2487,U,5420,130374,
5064,5064,0100000US,United States,44-45,Retail trade,004,Equally male/female,020,Hispanic,00,Total,001,Total,620,Firms with 5 to 9 employees,2019,769,U,5136,127467,
5065,5065,0100000US,United States,44-45,Retail trade,004,Equally male/female,020,Hispanic,00,Total,001,Total,630,Firms with 10 to 19 employees,2019,609,U,8217,222139,
5066,5066,0100000US,United States,44-45,Retail trade,004,Equally male/female,020,Hispanic,00,Total,001,Total,641,Firms with 20 to 49 employees,2019,S,S,"5,000 to 9,999 employees",S,
5067,5067,0100000US,United States,44-45,Retail trade,004,Equally male/female,020,Hispanic,00,Total,001,Total,642,Firms with 50 to 99 employees,2019,S,S,"1,000 to 2,499 employees",S,
5068,5068,0100000US,United States,44-45,Retail trade,004,Equally male/female,020,Hispanic,00,Total,001,Total,651,Firms with 100 to 249 employees,2019,D,D,100 to 249 employees,D,
5069,5069,0100000US,United States,44-45,Retail trade,004,Equally male/female,020,Hispanic,00,Total,001,Total,657,Firms with 500 employees or more,2019,D,D,500 to 999 employees,D,
5070,5070,0100000US,United States,44-45,Retail trade,001,Total,028,Equally Hispanic/non-Hispanic,00,Total,001,Total,611,Firms with no employees,2019,435,R,0,15860,
5071,5071,0100000US,United States,44-45,Retail trade,001,Total,028,Equally Hispanic/non-Hispanic,00,Total,001,Total,612,Firms with 1 to 4 employees,2019,2315,U,4818,124992,
5072,5072,0100000US,United States,44-45,Retail trade,001,Total,028,Equally Hispanic/non-Hispanic,00,Total,001,Total,620,Firms with 5 to 9 employees,2019,S,S,"2,500 to 4,999 employees",S,
5073,5073,0100000US,United States,44-45,Retail trade,001,Total,028,Equally Hispanic/non-Hispanic,00,Total,001,Total,630,Firms with 10 to 19 employees,2019,504,U,7278,229385,
5074,5074,0100000US,United States,44-45,Retail trade,001,Total,028,Equally Hispanic/non-Hispanic,00,Total,001,Total,641,Firms with 20 to 49 employees,2019,S,S,"5,000 to 9,999 employees",S,
5075,5075,0100000US,United States,44-45,Retail trade,001,Total,028,Equally Hispanic/non-Hispanic,00,Total,001,Total,642,Firms with 50 to 99 employees,2019,S,S,"1,000 to 2,499 employees",S,
5076,5076,0100000US,United States,44-45,Retail trade,001,Total,028,Equally Hispanic/non-Hispanic,00,Total,001,Total,651,Firms with 100 to 249 employees,2019,S,S,500 to 999 employees,S,
5077,5077,0100000US,United States,44-45,Retail trade,001,Total,028,Equally Hispanic/non-Hispanic,00,Total,001,Total,657,Firms with 500 employees or more,2019,7,U,3827,164589,
5078,5078,0100000US,United States,44-45,Retail trade,002,Female,028,Equally Hispanic/non-Hispanic,00,Total,001,Total,611,Firms with no employees,2019,8,I,0,277,
5079,5079,0100000US,United States,44-45,Retail trade,002,Female,028,Equally Hispanic/non-Hispanic,00,Total,001,Total,612,Firms with 1 to 4 employees,2019,S,S,20 to 99 employees,S,
5080,5080,0100000US,United States,44-45,Retail trade,002,Female,028,Equally Hispanic/non-Hispanic,00,Total,001,Total,620,Firms with 5 to 9 employees,2019,D,D,0 to 19 employees,D,
5081,5081,0100000US,United States,44-45,Retail trade,002,Female,028,Equally Hispanic/non-Hispanic,00,Total,001,Total,630,Firms with 10 to 19 employees,2019,D,D,500 to 999 employees,D,
5082,5082,0100000US,United States,44-45,Retail trade,003,Male,028,Equally Hispanic/non-Hispanic,00,Total,001,Total,611,Firms with no employees,2019,S,S,0 to 19 employees,S,
5083,5083,0100000US,United States,44-45,Retail trade,003,Male,028,Equally Hispanic/non-Hispanic,00,Total,001,Total,612,Firms with 1 to 4 employees,2019,418,O,762,14249,
5084,5084,0100000US,United States,44-45,Retail trade,003,Male,028,Equally Hispanic/non-Hispanic,00,Total,001,Total,620,Firms with 5 to 9 employees,2019,S,S,500 to 999 employees,S,
5085,5085,0100000US,United States,44-45,Retail trade,003,Male,028,Equally Hispanic/non-Hispanic,00,Total,001,Total,630,Firms with 10 to 19 employees,2019,S,S,"1,000 to 2,499 employees",S,
5086,5086,0100000US,United States,44-45,Retail trade,003,Male,028,Equally Hispanic/non-Hispanic,00,Total,001,Total,641,Firms with 20 to 49 employees,2019,2,O,93,8495,
5087,5087,0100000US,United States,44-45,Retail trade,003,Male,028,Equally Hispanic/non-Hispanic,00,Total,001,Total,642,Firms with 50 to 99 employees,2019,6,R,312,16294,
5088,5088,0100000US,United States,44-45,Retail trade,004,Equally male/female,028,Equally Hispanic/non-Hispanic,00,Total,001,Total,611,Firms with no employees,2019,327,O,0,13729,
5089,5089,0100000US,United States,44-45,Retail trade,004,Equally male/female,028,Equally Hispanic/non-Hispanic,00,Total,001,Total,612,Firms with 1 to 4 employees,2019,1865,U,3992,108683,
5090,5090,0100000US,United States,44-45,Retail trade,004,Equally male/female,028,Equally Hispanic/non-Hispanic,00,Total,001,Total,620,Firms with 5 to 9 employees,2019,422,T,2752,65298,
5091,5091,0100000US,United States,44-45,Retail trade,004,Equally male/female,028,Equally Hispanic/non-Hispanic,00,Total,001,Total,630,Firms with 10 to 19 employees,2019,S,S,"5,000 to 9,999 employees",S,
5092,5092,0100000US,United States,44-45,Retail trade,004,Equally male/female,028,Equally Hispanic/non-Hispanic,00,Total,001,Total,641,Firms with 20 to 49 employees,2019,S,S,"5,000 to 9,999 employees",S,
5093,5093,0100000US,United States,44-45,Retail trade,004,Equally male/female,028,Equally Hispanic/non-Hispanic,00,Total,001,Total,642,Firms with 50 to 99 employees,2019,D,D,"1,000 to 2,499 employees",D,
5094,5094,0100000US,United States,44-45,Retail trade,004,Equally male/female,028,Equally Hispanic/non-Hispanic,00,Total,001,Total,651,Firms with 100 to 249 employees,2019,S,S,500 to 999 employees,S,
5095,5095,0100000US,United States,44-45,Retail trade,004,Equally male/female,028,Equally Hispanic/non-Hispanic,00,Total,001,Total,657,Firms with 500 employees or more,2019,7,U,3827,164589,
5096,5096,0100000US,United States,44-45,Retail trade,001,Total,029,Non-Hispanic,00,Total,001,Total,611,Firms with no employees,2019,54553,W,0,2693190,
5097,5097,0100000US,United States,44-45,Retail trade,001,Total,029,Non-Hispanic,00,Total,001,Total,612,Firms with 1 to 4 employees,2019,295222,W,654392,17420522,
5098,5098,0100000US,United States,44-45,Retail trade,001,Total,029,Non-Hispanic,00,Total,001,Total,620,Firms with 5 to 9 employees,2019,125745,W,822978,22888875,
5099,5099,0100000US,United States,44-45,Retail trade,001,Total,029,Non-Hispanic,00,Total,001,Total,630,Firms with 10 to 19 employees,2019,63704,W,835772,25995962,
5100,5100,0100000US,United States,44-45,Retail trade,001,Total,029,Non-Hispanic,00,Total,001,Total,641,Firms with 20 to 49 employees,2019,32506,W,933321,33391765,
5101,5101,0100000US,United States,44-45,Retail trade,001,Total,029,Non-Hispanic,00,Total,001,Total,642,Firms with 50 to 99 employees,2019,10471,W,668721,27258183,
5102,5102,0100000US,United States,44-45,Retail trade,001,Total,029,Non-Hispanic,00,Total,001,Total,651,Firms with 100 to 249 employees,2019,5335,W,712893,31410530,
5103,5103,0100000US,United States,44-45,Retail trade,001,Total,029,Non-Hispanic,00,Total,001,Total,652,Firms with 250 to 499 employees,2019,1570,W,390664,16810068,
5104,5104,0100000US,United States,44-45,Retail trade,001,Total,029,Non-Hispanic,00,Total,001,Total,657,Firms with 500 employees or more,2019,916,W,1121382,34191853,
5105,5105,0100000US,United States,44-45,Retail trade,002,Female,029,Non-Hispanic,00,Total,001,Total,611,Firms with no employees,2019,12858,W,0,472378,
5106,5106,0100000US,United States,44-45,Retail trade,002,Female,029,Non-Hispanic,00,Total,001,Total,612,Firms with 1 to 4 employees,2019,69772,W,153109,3505368,
5107,5107,0100000US,United States,44-45,Retail trade,002,Female,029,Non-Hispanic,00,Total,001,Total,620,Firms with 5 to 9 employees,2019,25144,W,162786,3899045,
5108,5108,0100000US,United States,44-45,Retail trade,002,Female,029,Non-Hispanic,00,Total,001,Total,630,Firms with 10 to 19 employees,2019,12088,W,157954,4450217,
5109,5109,0100000US,United States,44-45,Retail trade,002,Female,029,Non-Hispanic,00,Total,001,Total,641,Firms with 20 to 49 employees,2019,4783,W,132629,4123297,
5110,5110,0100000US,United States,44-45,Retail trade,002,Female,029,Non-Hispanic,00,Total,001,Total,642,Firms with 50 to 99 employees,2019,1240,W,78101,2681752,
5111,5111,0100000US,United States,44-45,Retail trade,002,Female,029,Non-Hispanic,00,Total,001,Total,651,Firms with 100 to 249 employees,2019,396,W,52782,1783417,
5112,5112,0100000US,United States,44-45,Retail trade,002,Female,029,Non-Hispanic,00,Total,001,Total,652,Firms with 250 to 499 employees,2019,66,W,8268,405089,
5113,5113,0100000US,United States,44-45,Retail trade,002,Female,029,Non-Hispanic,00,Total,001,Total,657,Firms with 500 employees or more,2019,100,W,97614,3369815,
5114,5114,0100000US,United States,44-45,Retail trade,003,Male,029,Non-Hispanic,00,Total,001,Total,611,Firms with no employees,2019,30925,W,0,1563326,
5115,5115,0100000US,United States,44-45,Retail trade,003,Male,029,Non-Hispanic,00,Total,001,Total,612,Firms with 1 to 4 employees,2019,169712,W,376019,10626916,
5116,5116,0100000US,United States,44-45,Retail trade,003,Male,029,Non-Hispanic,00,Total,001,Total,620,Firms with 5 to 9 employees,2019,74981,W,491662,14587865,
5117,5117,0100000US,United States,44-45,Retail trade,003,Male,029,Non-Hispanic,00,Total,001,Total,630,Firms with 10 to 19 employees,2019,39115,W,514423,17104379,
5118,5118,0100000US,United States,44-45,Retail trade,003,Male,029,Non-Hispanic,00,Total,001,Total,641,Firms with 20 to 49 employees,2019,21380,W,630643,24156354,
5119,5119,0100000US,United States,44-45,Retail trade,003,Male,029,Non-Hispanic,00,Total,001,Total,642,Firms with 50 to 99 employees,2019,7754,W,492865,21724316,
5120,5120,0100000US,United States,44-45,Retail trade,003,Male,029,Non-Hispanic,00,Total,001,Total,651,Firms with 100 to 249 employees,2019,4354,W,586279,26656139,
5121,5121,0100000US,United States,44-45,Retail trade,003,Male,029,Non-Hispanic,00,Total,001,Total,652,Firms with 250 to 499 employees,2019,1315,W,332397,14898058,
5122,5122,0100000US,United States,44-45,Retail trade,003,Male,029,Non-Hispanic,00,Total,001,Total,657,Firms with 500 employees or more,2019,771,W,966399,29737090,
5123,5123,0100000US,United States,44-45,Retail trade,004,Equally male/female,029,Non-Hispanic,00,Total,001,Total,611,Firms with no employees,2019,10770,W,0,657486,
5124,5124,0100000US,United States,44-45,Retail trade,004,Equally male/female,029,Non-Hispanic,00,Total,001,Total,612,Firms with 1 to 4 employees,2019,55736,W,125264,3288237,
5125,5125,0100000US,United States,44-45,Retail trade,004,Equally male/female,029,Non-Hispanic,00,Total,001,Total,620,Firms with 5 to 9 employees,2019,25620,W,168529,4401965,
5126,5126,0100000US,United States,44-45,Retail trade,004,Equally male/female,029,Non-Hispanic,00,Total,001,Total,630,Firms with 10 to 19 employees,2019,12501,W,163395,4441366,
5127,5127,0100000US,United States,44-45,Retail trade,004,Equally male/female,029,Non-Hispanic,00,Total,001,Total,641,Firms with 20 to 49 employees,2019,6341,W,170050,5112115,
5128,5128,0100000US,United States,44-45,Retail trade,004,Equally male/female,029,Non-Hispanic,00,Total,001,Total,642,Firms with 50 to 99 employees,2019,1478,W,97755,2852115,
5129,5129,0100000US,United States,44-45,Retail trade,004,Equally male/female,029,Non-Hispanic,00,Total,001,Total,651,Firms with 100 to 249 employees,2019,S,S,"50,000 to 99,999 employees",S,
5130,5130,0100000US,United States,44-45,Retail trade,004,Equally male/female,029,Non-Hispanic,00,Total,001,Total,652,Firms with 250 to 499 employees,2019,S,S,"25,000 to 49,999 employees",S,
5131,5131,0100000US,United States,44-45,Retail trade,004,Equally male/female,029,Non-Hispanic,00,Total,001,Total,657,Firms with 500 employees or more,2019,45,W,57368,1084947,
5132,5132,0100000US,United States,44-45,Retail trade,001,Total,001,Total,30,White,001,Total,611,Firms with no employees,2019,48700,W,0,2445171,
5133,5133,0100000US,United States,44-45,Retail trade,001,Total,001,Total,30,White,001,Total,612,Firms with 1 to 4 employees,2019,243925,W,535153,14803181,
5134,5134,0100000US,United States,44-45,Retail trade,001,Total,001,Total,30,White,001,Total,620,Firms with 5 to 9 employees,2019,107459,W,705404,20336048,
5135,5135,0100000US,United States,44-45,Retail trade,001,Total,001,Total,30,White,001,Total,630,Firms with 10 to 19 employees,2019,58449,W,770658,24446848,
5136,5136,0100000US,United States,44-45,Retail trade,001,Total,001,Total,30,White,001,Total,641,Firms with 20 to 49 employees,2019,31175,W,897445,32059107,
5137,5137,0100000US,United States,44-45,Retail trade,001,Total,001,Total,30,White,001,Total,642,Firms with 50 to 99 employees,2019,10141,W,649589,26626035,
5138,5138,0100000US,United States,44-45,Retail trade,001,Total,001,Total,30,White,001,Total,651,Firms with 100 to 249 employees,2019,5255,W,702335,31118659,
5139,5139,0100000US,United States,44-45,Retail trade,001,Total,001,Total,30,White,001,Total,652,Firms with 250 to 499 employees,2019,1532,W,387743,16692583,
